id,name,id_number_masked,position,nationality,birth_date,notes,created_at
239,Rudi Indah Putra,5338********2238,Direktur Keuangan,Indonesia,1952-12-21,,2026-01-15 14:24:55.147724+00
240,Ratna Feri Saputra,5339********2239,Sekretaris Perusahaan,Indonesia,1963-01-14,,2026-01-15 14:24:55.147724+00
241,Dwi Gunawan,5340********2240,Sekretaris Perusahaan,Indonesia,1954-01-03,,2026-01-15 14:24:55.147724+00
242,Andi Ratna Suharto,5341********2241,Direktur Operasional,Indonesia,1968-11-22,,2026-01-15 14:24:55.147724+00
243,Irwan Wibowo,5342********2242,Komisaris,Indonesia,1985-02-08,,2026-01-15 14:24:55.147724+00
244,Hendra Suryanto,5343********2243,Direktur Operasional,Indonesia,1958-11-15,,2026-01-15 14:24:55.147724+00
245,Adi Cahya,5344********2244,COO,Japan,1969-10-11,,2026-01-15 14:24:55.147724+00
246,Andi Eko Pratama,5345********2245,Komisaris,Indonesia,1951-06-08,,2026-01-15 14:24:55.147724+00
247,Indah Nita Wijaya,5346********2246,CEO,Indonesia,1955-10-08,,2026-01-15 14:24:55.147724+00
248,Wati Tri Santoso,5347********2247,Direktur Operasional,Indonesia,1957-11-12,,2026-01-15 14:24:55.147724+00
249,Dian Utomo,5348********2248,Direktur Keuangan,Indonesia,1952-05-08,,2026-01-15 14:24:55.147724+00
250,Kurnia Hermawan,5349********2249,Direktur Keuangan,Indonesia,1976-10-05,,2026-01-15 14:24:55.147724+00
251,Nurul Tri Firmansyah,5350********2250,Direktur Utama,Indonesia,1959-12-06,,2026-01-15 14:24:55.147724+00
252,Hendro Hidayat,5351********2251,Komisaris,Indonesia,1986-09-09,,2026-01-15 14:24:55.147724+00
253,Nurul Cahya,5352********2252,Komisaris Independen,Indonesia,1988-10-18,,2026-01-15 14:24:55.147724+00
254,Dian Indah Kusuma,5353********2253,Komisaris Independen,Indonesia,1963-12-15,,2026-01-15 14:24:55.147724+00
255,Dian Utomo,5354********2254,Direktur,Indonesia,1951-05-28,,2026-01-15 14:24:55.147724+00
256,Wulan Budi Aditya,5355********2255,COO,Indonesia,1953-05-13,,2026-01-15 14:24:55.147724+00
257,Andi Mahendra,5356********2256,COO,Indonesia,1987-11-21,,2026-01-15 14:24:55.147724+00
258,Indah Sigit Susanto,5357********2257,Komisaris Independen,Indonesia,1986-09-27,,2026-01-15 14:24:55.147724+00
259,Hadi Mahendra,5358********2258,COO,Indonesia,1954-01-15,,2026-01-15 14:24:55.147724+00
260,Kurnia Ratna Surya,5359********2259,Direktur Keuangan,Indonesia,1973-12-08,,2026-01-15 14:24:55.147724+00
261,Tri Yulia Kusuma,5360********2260,Direktur Keuangan,Singapore,1986-07-20,,2026-01-15 14:24:55.147724+00
262,Putri Budi Kusumo,5361********2261,Komisaris Independen,China,1962-06-25,,2026-01-15 14:24:55.147724+00
263,Yanti Rudi Pratama,5362********2262,Direktur Operasional,Indonesia,1954-09-07,,2026-01-15 14:24:55.147724+00
264,Bambang Yanti Ardiansyah,5363********2263,Komisaris Utama,Indonesia,1954-06-10,,2026-01-15 14:24:55.147724+00
265,Fitri Budi Prabowo,5364********2264,Direktur Keuangan,Indonesia,1989-09-21,,2026-01-15 14:24:55.147724+00
266,Wahyu Firmansyah,5365********2265,CEO,Indonesia,1956-04-14,,2026-01-15 14:24:55.147724+00
267,Rizki Hadi Raharjo,5366********2266,Komisaris Utama,Indonesia,1960-08-25,,2026-01-15 14:24:55.147724+00
268,Rudi Irwan Prasetyo,5367********2267,Komisaris Independen,Indonesia,1990-10-05,,2026-01-15 14:24:55.147724+00
269,Taufik Sigit Cahya,5368********2268,Komisaris Utama,Indonesia,1965-09-20,,2026-01-15 14:24:55.147724+00
270,Yanti Kusuma,5369********2269,Direktur Utama,China,1961-06-20,,2026-01-15 14:24:55.147724+00
271,Taufik Wibowo,5370********2270,Direktur Utama,Indonesia,1954-11-15,,2026-01-15 14:24:55.147724+00
272,Wulan Feri Firmansyah,5371********2271,Direktur,Indonesia,1961-10-25,,2026-01-15 14:24:55.147724+00
273,Rudi Ratna Kusumo,5372********2272,Sekretaris Perusahaan,Indonesia,1969-01-24,,2026-01-15 14:24:55.147724+00
274,Agus Prasetyo,5373********2273,CFO,Indonesia,1956-07-07,,2026-01-15 14:24:55.147724+00
275,Dian Permana,5374********2274,CFO,Indonesia,1988-12-09,,2026-01-15 14:24:55.147724+00
276,Tri Kusuma,5375********2275,Komisaris Utama,Indonesia,1974-09-21,,2026-01-15 14:24:55.147724+00
277,Budi Mahendra,5376********2276,Komisaris,Indonesia,1983-02-15,,2026-01-15 14:24:55.147724+00
278,Hendro Ahmad Wibowo,5377********2277,Sekretaris Perusahaan,Indonesia,1961-11-07,,2026-01-15 14:24:55.147724+00
279,Budi Hermawan,5378********2278,Direktur Utama,Indonesia,1966-04-01,,2026-01-15 14:24:55.147724+00
280,Rina Sri Cahya,5379********2279,Direktur,Indonesia,1959-07-25,,2026-01-15 14:24:55.147724+00
281,Joko Wibowo,5380********2280,Komisaris,Indonesia,1969-08-23,,2026-01-15 14:24:55.147724+00
282,Hendra Aditya,5381********2281,COO,Indonesia,1989-04-07,,2026-01-15 14:24:55.147724+00
283,Dewi Nugroho,5382********2282,Komisaris Utama,Indonesia,1965-08-14,,2026-01-15 14:24:55.147724+00
284,Taufik Saputra,5383********2283,Komisaris,Indonesia,1955-04-20,,2026-01-15 14:24:55.147724+00
285,Lestari Yanti Santoso,5384********2284,Komisaris,Indonesia,1975-09-11,,2026-01-15 14:24:55.147724+00
286,Wahyu Cahya,5385********2285,COO,Indonesia,1951-09-09,,2026-01-15 14:24:55.147724+00
287,Dewi Taufik Gunawan,5386********2286,Direktur Operasional,Indonesia,1954-03-23,,2026-01-15 14:24:55.147724+00
288,Budi Gunawan,5387********2287,Komisaris,Indonesia,1961-11-23,,2026-01-15 14:24:55.147724+00
289,Andi Feri Gunawan,5388********2288,Komisaris Independen,Indonesia,1968-06-22,,2026-01-15 14:24:55.147724+00
290,Taufik Wahyu Wibowo,5389********2289,Direktur Operasional,Indonesia,1977-10-18,,2026-01-15 14:24:55.147724+00
291,Agus Saputra,5390********2290,COO,Indonesia,1986-09-14,,2026-01-15 14:24:55.147724+00
292,Taufik Gunawan,5391********2291,Direktur Utama,Indonesia,1973-03-06,,2026-01-15 14:24:55.147724+00
293,Rina Rizki Kusuma,5392********2292,Direktur Keuangan,Netherlands,1990-12-21,,2026-01-15 14:24:55.147724+00
294,Yulia Prabowo,5393********2293,Komisaris Independen,Indonesia,1982-02-23,,2026-01-15 14:24:55.147724+00
295,Wulan Wati Hermawan,5394********2294,Komisaris Utama,Indonesia,1985-01-13,,2026-01-15 14:24:55.147724+00
296,Andi Eko Saputra,5395********2295,Direktur Keuangan,Indonesia,1956-04-24,,2026-01-15 14:24:55.147724+00
297,Siti Ardiansyah,5396********2296,Komisaris Utama,Indonesia,1973-11-23,,2026-01-15 14:24:55.147724+00
298,Sigit Hidayat,5397********2297,Komisaris Independen,Indonesia,1977-05-06,,2026-01-15 14:24:55.147724+00
299,Hadi Agus Ramadhan,5398********2298,Direktur Utama,Indonesia,1967-03-04,,2026-01-15 14:24:55.147724+00
300,Dwi Permana,5399********2299,Direktur Keuangan,Indonesia,1959-12-25,,2026-01-15 14:24:55.147724+00
301,Dian Ramadhan,5400********2300,Direktur,Indonesia,1961-01-23,,2026-01-15 14:24:55.147724+00
302,Dwi Permana,5401********2301,Direktur Operasional,Indonesia,1954-09-15,,2026-01-15 14:24:55.147724+00
303,Lestari Pratama,5402********2302,Direktur Operasional,Indonesia,1961-04-19,,2026-01-15 14:24:55.147724+00
304,Rina Sri Utomo,5403********2303,Komisaris Utama,Indonesia,1957-04-27,,2026-01-15 14:24:55.147724+00
305,Rina Yulia Cahya,5404********2304,COO,Indonesia,1985-04-20,,2026-01-15 14:24:55.147724+00
306,Tri Tri Gunawan,5405********2305,CFO,Indonesia,1965-09-27,,2026-01-15 14:24:55.147724+00
307,Feri Surya,5406********2306,Direktur Utama,Indonesia,1974-08-19,,2026-01-15 14:24:55.147724+00
308,Irwan Suharto,5407********2307,Komisaris,Indonesia,1984-08-14,,2026-01-15 14:24:55.147724+00
309,Sigit Agus Aditya,5408********2308,CEO,Indonesia,1969-07-12,,2026-01-15 14:24:55.147724+00
310,Siti Hermawan,5409********2309,Direktur Operasional,Indonesia,1965-03-17,,2026-01-15 14:24:55.147724+00
311,Dian Tri Putra,5410********2310,Direktur,Indonesia,1963-03-19,,2026-01-15 14:24:55.147724+00
312,Rudi Kusuma,5411********2311,Direktur,Indonesia,1962-12-19,,2026-01-15 14:24:55.147724+00
313,Budi Rudi Hermawan,5412********2312,Direktur,Indonesia,1964-05-19,,2026-01-15 14:24:55.147724+00
314,Budi Sri Setiawan,5413********2313,COO,Indonesia,1989-09-12,,2026-01-15 14:24:55.147724+00
315,Eko Hadi Wijaya,5414********2314,CEO,Indonesia,1988-11-01,,2026-01-15 14:24:55.147724+00
316,Nurul Irwan Ramadhan,5415********2315,Direktur Keuangan,Indonesia,1984-11-17,,2026-01-15 14:24:55.147724+00
317,Agus Nita Raharjo,5416********2316,Direktur Keuangan,Indonesia,1978-11-27,,2026-01-15 14:24:55.147724+00
318,Hadi Sari Setiawan,5417********2317,Direktur,Malaysia,1983-01-23,,2026-01-15 14:24:55.147724+00
319,Putri Ardiansyah,5418********2318,Direktur,Indonesia,1969-05-17,,2026-01-15 14:24:55.147724+00
320,Lestari Bambang Purwanto,5419********2319,Direktur,Indonesia,1956-04-21,,2026-01-15 14:24:55.147724+00
321,Andi Indah Putra,5420********2320,Sekretaris Perusahaan,Indonesia,1971-02-25,,2026-01-15 14:24:55.147724+00
322,Wulan Ramadhan,5421********2321,Sekretaris Perusahaan,Indonesia,1990-08-12,,2026-01-15 14:24:55.147724+00
323,Feri Wibowo,5422********2322,Komisaris Utama,Indonesia,1965-03-10,,2026-01-15 14:24:55.147724+00
324,Taufik Firmansyah,5423********2323,Sekretaris Perusahaan,Indonesia,1972-11-26,,2026-01-15 14:24:55.147724+00
325,Rudi Prasetyo,5424********2324,COO,Singapore,1984-05-21,,2026-01-15 14:24:55.147724+00
326,Ratna Saputra,5425********2325,Direktur,Indonesia,1961-02-03,,2026-01-15 14:24:55.147724+00
327,Sri Ardiansyah,5426********2326,Komisaris Independen,Indonesia,1973-03-20,,2026-01-15 14:24:55.147724+00
328,Lestari Setiawan,5427********2327,Sekretaris Perusahaan,Indonesia,1967-04-21,,2026-01-15 14:24:55.147724+00
329,Fitri Hendra Hartono,5428********2328,Sekretaris Perusahaan,Indonesia,1953-01-28,,2026-01-15 14:24:55.147724+00
330,Wati Gunawan,5429********2329,CFO,Indonesia,1959-11-22,,2026-01-15 14:24:55.147724+00
331,Dian Ratna Ardiansyah,5430********2330,Direktur,Indonesia,1967-02-04,,2026-01-15 14:24:55.147724+00
332,Nurul Feri Suharto,5431********2331,COO,Indonesia,1969-12-08,,2026-01-15 14:24:55.147724+00
333,Sari Wibowo,5432********2332,COO,Singapore,1963-07-25,,2026-01-15 14:24:55.147724+00
334,Nurul Rizki Kusuma,5433********2333,Komisaris Utama,Indonesia,1986-05-08,,2026-01-15 14:24:55.147724+00
335,Nita Susanto,5434********2334,Direktur Operasional,Indonesia,1963-10-20,,2026-01-15 14:24:55.147724+00
336,Rina Putra,5435********2335,CEO,Indonesia,1950-12-19,,2026-01-15 14:24:55.147724+00
337,Wishnu Nugroho,5436********2336,Sekretaris Perusahaan,Indonesia,1963-01-17,,2026-01-15 14:24:55.147724+00
338,Taufik Budi Permana,5437********2337,Komisaris Independen,Indonesia,1962-06-27,,2026-01-15 14:24:55.147724+00
339,Ahmad Feri Setiawan,5438********2338,COO,Indonesia,1972-02-26,,2026-01-15 14:24:55.147724+00
340,Yulia Hartono,5439********2339,Direktur Operasional,Indonesia,1984-11-20,,2026-01-15 14:24:55.147724+00
341,Eko Prabowo,5440********2340,COO,Indonesia,1960-06-07,,2026-01-15 14:24:55.147724+00
342,Siti Pratama,5441********2341,Direktur Utama,Indonesia,1962-10-06,,2026-01-15 14:24:55.147724+00
343,Kurnia Ardiansyah,5442********2342,CFO,USA,1977-03-22,,2026-01-15 14:24:55.147724+00
344,Wishnu Agus Utomo,5443********2343,Sekretaris Perusahaan,Indonesia,1976-08-13,,2026-01-15 14:24:55.147724+00
345,Ratna Wulan Suharto,5444********2344,Komisaris Independen,Indonesia,1986-10-04,,2026-01-15 14:24:55.147724+00
346,Taufik Prasetyo,5445********2345,Sekretaris Perusahaan,Indonesia,1957-11-23,,2026-01-15 14:24:55.147724+00
347,Feri Suharto,5446********2346,COO,Indonesia,1965-08-26,,2026-01-15 14:24:55.147724+00
348,Wahyu Sari Kusumo,5447********2347,Direktur,Indonesia,1967-03-22,,2026-01-15 14:24:55.147724+00
349,Sri Wibowo,5448********2348,COO,Indonesia,1967-02-14,,2026-01-15 14:24:55.147724+00
350,Sigit Cahya,5449********2349,Direktur Utama,Malaysia,1952-03-09,,2026-01-15 14:24:55.147724+00
351,Tri Rudi Suryanto,5450********2350,Komisaris,Indonesia,1970-09-10,,2026-01-15 14:24:55.147724+00
352,Eko Saputra,5451********2351,Direktur,Indonesia,1974-11-22,,2026-01-15 14:24:55.147724+00
353,Hadi Rizki Hermawan,5452********2352,COO,Indonesia,1955-07-20,,2026-01-15 14:24:55.147724+00
354,Lestari Yanti Gunawan,5453********2353,Direktur Keuangan,Indonesia,1951-08-21,,2026-01-15 14:24:55.147724+00
355,Wati Firmansyah,5454********2354,CFO,Indonesia,1951-01-05,,2026-01-15 14:24:55.147724+00
356,Nita Gunawan,5455********2355,Komisaris Utama,Indonesia,1954-12-09,,2026-01-15 14:24:55.147724+00
357,Hadi Hartono,5456********2356,Direktur Operasional,Indonesia,1972-03-12,,2026-01-15 14:24:55.147724+00
358,Nurul Permana,5457********2357,Komisaris,Netherlands,1966-06-01,,2026-01-15 14:24:55.147724+00
359,Rudi Hidayat,5458********2358,Komisaris Utama,Indonesia,1954-10-09,,2026-01-15 14:24:55.147724+00
360,Wati Taufik Ardiansyah,5459********2359,CEO,Indonesia,1966-08-21,,2026-01-15 14:24:55.147724+00
361,Budi Kurnia Raharjo,5460********2360,Direktur Keuangan,Netherlands,1951-09-03,,2026-01-15 14:24:55.147724+00
362,Siti Yanti Nugroho,5461********2361,Komisaris Independen,Indonesia,1987-11-01,,2026-01-15 14:24:55.147724+00
363,Nita Hendro Hartono,5462********2362,Direktur Keuangan,Indonesia,1978-02-14,,2026-01-15 14:24:55.147724+00
364,Andi Surya,5463********2363,Direktur Utama,Indonesia,1980-12-27,,2026-01-15 14:24:55.147724+00
365,Joko Cahya,5464********2364,Komisaris Utama,Indonesia,1990-10-27,,2026-01-15 14:24:55.147724+00
366,Dwi Feri Utomo,5465********2365,Komisaris,Indonesia,1970-01-11,,2026-01-15 14:24:55.147724+00
367,Bambang Wishnu Pratama,5466********2366,CFO,Indonesia,1980-06-17,,2026-01-15 14:24:55.147724+00
368,Siti Ratna Hermawan,5467********2367,Komisaris Independen,Netherlands,1980-11-20,,2026-01-15 14:24:55.147724+00
369,Hendro Hendro Nugroho,5468********2368,CFO,Indonesia,1986-07-16,,2026-01-15 14:24:55.147724+00
370,Budi Fitri Kusumo,5469********2369,Sekretaris Perusahaan,Indonesia,1962-11-21,,2026-01-15 14:24:55.147724+00
371,Wulan Taufik Santoso,5470********2370,Direktur,Indonesia,1984-12-27,,2026-01-15 14:24:55.147724+00
372,Sigit Ratna Hartono,5471********2371,Sekretaris Perusahaan,Indonesia,1953-01-02,,2026-01-15 14:24:55.147724+00
373,Ratna Surya,5472********2372,COO,Indonesia,1975-06-08,,2026-01-15 14:24:55.147724+00
374,Ahmad Ahmad Putra,5473********2373,Direktur,Netherlands,1975-06-04,,2026-01-15 14:24:55.147724+00
375,Andi Putri Utomo,5474********2374,Sekretaris Perusahaan,Indonesia,1981-12-02,,2026-01-15 14:24:55.147724+00
376,Indah Prabowo,5475********2375,Sekretaris Perusahaan,Indonesia,1976-02-28,,2026-01-15 14:24:55.147724+00
377,Bambang Cahya,5476********2376,Komisaris Utama,Singapore,1958-01-04,,2026-01-15 14:24:55.147724+00
378,Yulia Rizki Ardiansyah,5477********2377,Direktur Utama,Indonesia,1950-10-05,,2026-01-15 14:24:55.147724+00
379,Indah Saputra,5478********2378,Sekretaris Perusahaan,Indonesia,1951-08-13,,2026-01-15 14:24:55.147724+00
380,Sri Gunawan,5479********2379,Komisaris Utama,Indonesia,1967-06-26,,2026-01-15 14:24:55.147724+00
381,Rudi Santoso,5480********2380,Komisaris Utama,Indonesia,1966-09-06,,2026-01-15 14:24:55.147724+00
382,Joko Indah Utomo,5481********2381,Komisaris,Indonesia,1967-06-18,,2026-01-15 14:24:55.147724+00
383,Rizki Lestari Cahya,5482********2382,Komisaris Independen,Indonesia,1955-10-06,,2026-01-15 14:24:55.147724+00
384,Dian Sigit Nugroho,5483********2383,CEO,Indonesia,1957-02-15,,2026-01-15 14:24:55.147724+00
385,Rina Firmansyah,5484********2384,Sekretaris Perusahaan,Indonesia,1951-03-07,,2026-01-15 14:24:55.147724+00
386,Dwi Dewi Pratama,5485********2385,Direktur Keuangan,Indonesia,1973-11-22,,2026-01-15 14:24:55.147724+00
387,Sigit Ardiansyah,5486********2386,CFO,Singapore,1978-11-25,,2026-01-15 14:24:55.147724+00
388,Yanti Feri Saputra,5487********2387,Komisaris,Indonesia,1961-06-24,,2026-01-15 14:24:55.147724+00
389,Putri Taufik Nugroho,5488********2388,Komisaris Utama,Indonesia,1956-05-27,,2026-01-15 14:24:55.147724+00
390,Ahmad Wahyu Setiawan,5489********2389,Direktur Utama,Indonesia,1968-03-10,,2026-01-15 14:24:55.147724+00
391,Budi Nurul Kusuma,5490********2390,COO,Indonesia,1965-02-19,,2026-01-15 14:24:55.147724+00
392,Hendra Maya Nugroho,5491********2391,Direktur Utama,Indonesia,1963-01-12,,2026-01-15 14:24:55.147724+00
393,Yulia Agus Prabowo,5492********2392,Komisaris Utama,Indonesia,1982-08-27,,2026-01-15 14:24:55.147724+00
394,Maya Ratna Prasetyo,5493********2393,CEO,Indonesia,1964-01-04,,2026-01-15 14:24:55.147724+00
395,Dian Andi Raharjo,5494********2394,Komisaris Independen,Indonesia,1964-05-16,,2026-01-15 14:24:55.147724+00
396,Hendro Bambang Purwanto,5495********2395,Direktur Operasional,Japan,1968-09-01,,2026-01-15 14:24:55.147724+00
397,Wishnu Setiawan,5496********2396,Komisaris Utama,Indonesia,1958-03-13,,2026-01-15 14:24:55.147724+00
398,Maya Raharjo,5497********2397,CFO,Indonesia,1967-01-20,,2026-01-15 14:24:55.147724+00
399,Yanti Ardiansyah,5498********2398,COO,Indonesia,1971-07-27,,2026-01-15 14:24:55.147724+00
400,Siti Lestari Aditya,5499********2399,Komisaris Independen,Singapore,1982-07-06,,2026-01-15 14:24:55.147724+00
401,Wati Wulan Firmansyah,5500********2400,Direktur,Indonesia,1975-10-08,,2026-01-15 14:24:55.147724+00
402,Indah Setiawan,5501********2401,COO,Singapore,1968-10-12,,2026-01-15 14:24:55.147724+00
403,Joko Suharto,5502********2402,CFO,Indonesia,1953-10-14,,2026-01-15 14:24:55.147724+00
404,Wati Firmansyah,5503********2403,CEO,Indonesia,1968-02-28,,2026-01-15 14:24:55.147724+00
405,Rudi Wijaya,5504********2404,Komisaris Utama,Indonesia,1965-08-18,,2026-01-15 14:24:55.147724+00
406,Kurnia Taufik Mahendra,5505********2405,Direktur Operasional,Indonesia,1951-01-08,,2026-01-15 14:24:55.147724+00
407,Eko Kusuma,5506********2406,Komisaris Independen,Indonesia,1960-04-24,,2026-01-15 14:24:55.147724+00
408,Siti Fitri Suryanto,5507********2407,CEO,Indonesia,1977-04-13,,2026-01-15 14:24:55.147724+00
409,Adi Utomo,5508********2408,Sekretaris Perusahaan,Indonesia,1952-11-04,,2026-01-15 14:24:55.147724+00
410,Hendra Kusuma,5509********2409,CEO,Indonesia,1973-11-26,,2026-01-15 14:24:55.147724+00
411,Indah Prabowo,5510********2410,Sekretaris Perusahaan,Indonesia,1953-02-14,,2026-01-15 14:24:55.147724+00
412,Feri Sigit Ardiansyah,5511********2411,Direktur Utama,China,1984-01-01,,2026-01-15 14:24:55.147724+00
413,Sri Kusuma,5512********2412,Direktur Keuangan,Singapore,1989-09-14,,2026-01-15 14:24:55.147724+00
414,Putri Bambang Kusuma,5513********2413,Komisaris Independen,Indonesia,1961-11-10,,2026-01-15 14:24:55.147724+00
415,Agus Hermawan,5514********2414,Direktur Operasional,Indonesia,1982-08-11,,2026-01-15 14:24:55.147724+00
416,Andi Eko Mahendra,5515********2415,Komisaris Independen,Indonesia,1985-07-27,,2026-01-15 14:24:55.147724+00
417,Yulia Ahmad Surya,5516********2416,COO,Indonesia,1990-01-10,,2026-01-15 14:24:55.147724+00
418,Irwan Fitri Saputra,5517********2417,Komisaris Utama,Indonesia,1972-05-26,,2026-01-15 14:24:55.147724+00
419,Wulan Prabowo,5518********2418,Komisaris Independen,Singapore,1978-07-08,,2026-01-15 14:24:55.147724+00
420,Siti Fitri Pratama,5519********2419,Direktur Operasional,Indonesia,1963-05-10,,2026-01-15 14:24:55.147724+00
421,Tri Saputra,5520********2420,Sekretaris Perusahaan,Indonesia,1965-12-05,,2026-01-15 14:24:55.147724+00
422,Sigit Kusuma,5521********2421,CEO,Indonesia,1951-05-03,,2026-01-15 14:24:55.147724+00
423,Bambang Setiawan,5522********2422,CEO,Indonesia,1980-06-05,,2026-01-15 14:24:55.147724+00
424,Sigit Indah Prasetyo,5523********2423,Komisaris Utama,Indonesia,1977-07-15,,2026-01-15 14:24:55.147724+00
425,Yulia Ardiansyah,5524********2424,Direktur,Indonesia,1963-06-28,,2026-01-15 14:24:55.147724+00
426,Ratna Ahmad Putra,5525********2425,CFO,Indonesia,1969-03-01,,2026-01-15 14:24:55.147724+00
427,Kurnia Nurul Wijaya,5526********2426,Direktur Utama,Indonesia,1951-12-23,,2026-01-15 14:24:55.147724+00
428,Tri Utomo,5527********2427,Sekretaris Perusahaan,USA,1968-11-23,,2026-01-15 14:24:55.147724+00
429,Dwi Wijaya,5528********2428,Komisaris Utama,Indonesia,1989-12-18,,2026-01-15 14:24:55.147724+00
430,Dian Susanto,5529********2429,CFO,Indonesia,1974-11-04,,2026-01-15 14:24:55.147724+00
431,Indah Suharto,5530********2430,Direktur Operasional,Indonesia,1989-11-28,,2026-01-15 14:24:55.147724+00
432,Andi Tri Pratama,5531********2431,Direktur Utama,China,1990-08-17,,2026-01-15 14:24:55.147724+00
433,Yanti Hendra Wibowo,5532********2432,COO,Indonesia,1950-01-12,,2026-01-15 14:24:55.147724+00
434,Hendro Gunawan,5533********2433,Direktur,Indonesia,1951-01-04,,2026-01-15 14:24:55.147724+00
435,Budi Irwan Gunawan,5534********2434,Direktur Utama,Indonesia,1986-02-18,,2026-01-15 14:24:55.147724+00
436,Sari Eko Susanto,5535********2435,Direktur Keuangan,Indonesia,1970-02-02,,2026-01-15 14:24:55.147724+00
437,Maya Rudi Hartono,5536********2436,Komisaris Utama,Indonesia,1963-05-14,,2026-01-15 14:24:55.147724+00
438,Fitri Wibowo,5537********2437,CFO,Indonesia,1958-11-27,,2026-01-15 14:24:55.147724+00
